provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,target,keep_prob
P03638,Provider_3638,City_38,OH,40.7673,-82.5571,Dermatology,Endocrinology,Specialty Care,26,200,55,2.84,0.39,True,True,In-network,151,True,Hospital_38,4.0,East,1,0.9998615
P03639,Provider_3639,City_39,NY,43.6994,-73.8179,General Practice,Gastroenterology,Primary Care,18,100,5,4.89,0.51,False,True,Out-of-network,469,True,Hospital_39,1.14,West,1,0.99953103
P03640,Provider_3640,City_40,TX,32.4186,-99.4518,Neurology,Orthopedics,Specialty Care,11,450,5,1.86,0.96,True,True,Out-of-network,465,True,Hospital_40,1.77,West,0,0.0026315362
P03641,Provider_3641,City_41,NC,35.7596,-79.0193,Dermatology,General Practice,Specialty Care,1,200,42,4.7,0.15,False,False,In-network,141,True,Hospital_41,1.1,North,1,0.999458
P03642,Provider_3642,City_42,WA,47.8011,-120.6901,Orthopedics,Dermatology,Surgical,8,400,54,2.72,0.57,False,False,Out-of-network,452,True,Hospital_42,2.47,East,1,0.99952865
P03643,Provider_3643,City_43,FL,28.0944,-81.6603,Ophthalmology,Orthopedics,Specialty Care,1,180,25,1.74,1.0,True,True,In-network,444,True,Hospital_43,3.33,South,1,0.9998802
P03644,Provider_3644,City_44,CO,39.7001,-105.6321,Urology,ENT,Specialty Care,34,380,42,1.62,0.36,True,False,In-network,216,True,Hospital_44,1.45,South,1,0.99945515
P03645,Provider_3645,City_45,CO,39.7501,-105.5821,Dermatology,Ophthalmology,Specialty Care,31,200,55,4.8,0.45,False,True,Out-of-network,306,True,Hospital_45,2.38,South,1,0.9994167
P03646,Provider_3646,City_46,FL,28.2444,-81.5103,Dermatology,Neurology,Specialty Care,27,200,34,2.57,0.83,False,False,In-network,191,True,Hospital_46,1.68,South,1,0.99956197
P03647,Provider_3647,City_47,NY,43.5994,-73.9179,ENT,Cardiology,Specialty Care,25,220,21,2.39,0.86,True,False,Out-of-network,223,False,Hospital_47,4.4,East,1,0.99988866
P03648,Provider_3648,City_48,NY,43.6494,-73.8679,Pediatrics,ENT,Primary Care,2,150,57,4.26,0.73,False,True,Out-of-network,348,False,Hospital_48,3.41,North,1,0.9998808
P03649,Provider_3649,City_49,TX,32.3686,-99.5018,Urology,Urology,Specialty Care,21,380,30,1.3,0.7,True,False,Out-of-network,109,False,Hospital_49,4.06,North,1,0.99988866
P03650,Provider_3650,City_50,IL,41.0831,-88.9485,Neurology,Neurology,Specialty Care,23,450,5,1.7,0.28,True,True,In-network,362,False,Hospital_50,1.58,East,0,0.0021167668
P03651,Provider_3651,City_51,TX,31.9686,-99.9018,General Practice,Orthopedics,Primary Care,27,100,24,4.7,0.81,False,True,Out-of-network,72,True,Hospital_51,1.7,South,1,0.9995641
P03652,Provider_3652,City_52,IL,40.6831,-89.3485,Pediatrics,Ophthalmology,Primary Care,4,150,12,2.83,0.31,True,True,Out-of-network,212,False,Hospital_52,1.17,West,1,0.99945515
P03653,Provider_3653,City_53,WA,47.8511,-120.6401,Dermatology,ENT,Specialty Care,12,200,50,1.13,0.04,True,False,In-network,174,False,Hospital_53,3.22,South,1,0.9998615
P03654,Provider_3654,City_54,GA,32.3156,-82.7501,Cardiology,ENT,Specialty Care,25,500,26,4.42,0.21,False,False,Out-of-network,126,False,Hospital_54,3.26,West,1,0.99893135
P03655,Provider_3655,City_55,CO,39.7501,-105.5821,Pediatrics,Endocrinology,Primary Care,26,150,57,2.43,0.13,False,True,Out-of-network,116,False,Hospital_55,2.18,North,1,0.99945515
P03656,Provider_3656,City_56,NC,36.0096,-78.7693,Neurology,Gastroenterology,Specialty Care,22,450,44,1.98,0.55,False,False,Out-of-network,340,True,Hospital_56,4.2,East,1,0.9990707
P03657,Provider_3657,City_57,TX,32.2686,-99.6018,Gastroenterology,Cardiology,Specialty Care,17,420,28,1.64,0.01,False,True,In-network,265,False,Hospital_57,3.07,East,1,0.9998615
P03658,Provider_3658,City_58,OH,40.7673,-82.5571,Neurology,Psychiatry,Specialty Care,37,450,17,2.96,0.08,False,True,Out-of-network,377,False,Hospital_58,1.57,West,0,0.0021167668
P03659,Provider_3659,City_59,NV,39.2026,-116.0194,Pediatrics,Pediatrics,Primary Care,2,150,47,1.66,0.59,False,False,In-network,151,False,Hospital_59,1.66,North,1,0.99956197
P03660,Provider_3660,City_60,AZ,34.4989,-110.6437,Dermatology,General Practice,Specialty Care,17,200,22,1.73,0.17,False,True,In-network,214,False,Hospital_60,4.04,North,1,0.9998615
P03661,Provider_3661,City_61,OH,40.4173,-82.9071,Pediatrics,General Practice,Primary Care,38,150,41,4.07,0.7,False,False,In-network,301,True,Hospital_61,3.71,East,1,0.9998808
P03662,Provider_3662,City_62,OH,40.4673,-82.8571,Pediatrics,Orthopedics,Primary Care,32,150,32,2.29,0.52,False,True,Out-of-network,479,False,Hospital_62,2.21,East,1,0.99952865
P03663,Provider_3663,City_63,AZ,34.1489,-110.9937,Urology,Endocrinology,Specialty Care,19,380,5,4.33,0.2,True,True,Out-of-network,357,True,Hospital_63,4.84,East,1,0.9998517
P03664,Provider_3664,City_64,MI,44.4648,-85.4524,Cardiology,General Practice,Specialty Care,2,500,49,3.04,0.4,False,False,Out-of-network,71,False,Hospital_64,1.34,West,0,0.0023402772
P03665,Provider_3665,City_65,OH,40.6173,-82.7071,Cardiology,Orthopedics,Specialty Care,18,500,7,2.0,0.86,False,False,In-network,429,True,Hospital_65,3.86,North,1,0.9990707
P03666,Provider_3666,City_66,NC,36.0096,-78.7693,Cardiology,Orthopedics,Specialty Care,4,500,11,1.23,0.85,False,True,In-network,101,True,Hospital_66,3.48,South,1,0.9991364
P03667,Provider_3667,City_67,NY,43.5994,-73.9179,Cardiology,Orthopedics,Specialty Care,24,500,25,2.6,0.85,True,False,In-network,297,True,Hospital_67,4.21,South,1,0.9990707
P03668,Provider_3668,City_68,NY,43.6494,-73.8679,Neurology,Psychiatry,Specialty Care,31,450,29,4.01,0.33,True,False,Out-of-network,303,False,Hospital_68,3.46,South,1,0.9988501
P03669,Provider_3669,City_69,OH,40.8173,-82.5071,Neurology,ENT,Specialty Care,19,450,25,4.29,0.32,False,True,Out-of-network,482,False,Hospital_69,1.67,North,0,0.0021275654
P03670,Provider_3670,City_70,NY,43.7494,-73.7679,General Practice,Psychiatry,Primary Care,32,100,42,2.85,0.05,False,True,Out-of-network,251,True,Hospital_70,3.37,East,1,0.9998615
P03671,Provider_3671,City_71,CO,39.5501,-105.7821,Neurology,Dermatology,Specialty Care,23,450,36,3.22,0.08,False,False,In-network,393,True,Hospital_71,2.73,East,0,0.0051501915
P03672,Provider_3672,City_72,CO,39.6001,-105.7321,Urology,Dermatology,Specialty Care,35,380,18,1.64,0.86,True,True,Out-of-network,203,True,Hospital_72,3.19,East,1,0.99988866
P03673,Provider_3673,City_73,NC,35.8596,-78.9193,General Practice,General Practice,Primary Care,36,100,34,3.2,0.01,True,False,Out-of-network,137,True,Hospital_73,1.23,South,1,0.999458
P03674,Provider_3674,City_74,FL,28.1444,-81.6103,Gastroenterology,Endocrinology,Specialty Care,37,420,53,1.66,0.34,True,True,In-network,137,False,Hospital_74,3.78,East,1,0.9998615
P03675,Provider_3675,City_75,CO,39.7501,-105.5821,Urology,Gastroenterology,Specialty Care,18,380,53,1.55,1.0,True,False,Out-of-network,386,False,Hospital_75,2.73,South,1,0.9997013
P03676,Provider_3676,City_76,FL,28.2444,-81.5103,ENT,Urology,Specialty Care,40,220,41,2.21,0.12,False,False,In-network,385,True,Hospital_76,1.35,South,1,0.9994137
P03677,Provider_3677,City_77,FL,28.2944,-81.4603,General Practice,Psychiatry,Primary Care,23,100,39,4.74,0.32,False,True,Out-of-network,84,True,Hospital_77,3.84,West,1,0.9998622
P03678,Provider_3678,City_78,OH,40.7673,-82.5571,Psychiatry,Endocrinology,Specialty Care,30,250,36,1.88,0.27,False,False,Out-of-network,435,False,Hospital_78,1.0,South,1,0.9994137
P03679,Provider_3679,City_79,OH,40.8173,-82.5071,ENT,Neurology,Specialty Care,16,220,23,4.52,0.85,True,False,Out-of-network,442,True,Hospital_79,3.42,East,1,0.9998808
P03680,Provider_3680,City_80,TX,32.4186,-99.4518,General Practice,ENT,Primary Care,24,100,40,3.02,0.52,False,False,In-network,489,True,Hospital_80,3.43,North,1,0.9998834
P03681,Provider_3681,City_81,PA,41.2033,-77.1945,Neurology,Psychiatry,Specialty Care,35,450,41,4.19,0.07,True,False,In-network,57,False,Hospital_81,1.11,North,0,0.002289136
P03682,Provider_3682,City_82,CA,36.8283,-119.3679,ENT,Pediatrics,Specialty Care,27,220,53,4.07,0.25,True,True,In-network,227,True,Hospital_82,4.76,East,1,0.9998622
P03683,Provider_3683,City_83,CA,36.8783,-119.3179,Pediatrics,General Practice,Primary Care,36,150,53,2.5,0.29,True,False,In-network,186,True,Hospital_83,1.1,East,1,0.99945515
P03684,Provider_3684,City_84,CA,36.9283,-119.2679,ENT,ENT,Specialty Care,25,220,52,4.35,0.65,False,True,Out-of-network,455,False,Hospital_84,3.29,South,1,0.9998808
P03685,Provider_3685,City_85,CA,36.9783,-119.2179,Neurology,Gastroenterology,Specialty Care,27,450,42,1.86,0.8,False,True,Out-of-network,151,False,Hospital_85,3.09,South,1,0.9991364
P03686,Provider_3686,City_86,MA,42.6572,-71.1324,Dermatology,Dermatology,Specialty Care,21,200,23,4.44,0.22,False,False,In-network,315,True,Hospital_86,1.12,East,1,0.9994167
P03687,Provider_3687,City_87,NC,36.0596,-78.7193,Gastroenterology,Cardiology,Specialty Care,18,420,21,3.28,0.73,True,False,Out-of-network,387,True,Hospital_87,2.25,South,1,0.99953103
P03688,Provider_3688,City_88,OH,40.7673,-82.5571,ENT,General Practice,Specialty Care,3,220,35,1.35,0.51,False,True,In-network,282,False,Hospital_88,2.02,South,1,0.9995629
P03689,Provider_3689,City_89,AZ,34.4489,-110.6937,Pediatrics,Ophthalmology,Primary Care,25,150,27,2.75,0.65,True,True,Out-of-network,433,False,Hospital_89,2.56,West,1,0.9996792
P03690,Provider_3690,City_90,NC,36.2096,-78.5693,Endocrinology,ENT,Specialty Care,18,400,7,2.78,0.93,False,True,In-network,339,False,Hospital_90,1.78,East,1,0.99952865
P03691,Provider_3691,City_91,OH,40.4173,-82.9071,Psychiatry,Orthopedics,Specialty Care,5,250,34,1.72,0.52,False,True,Out-of-network,405,False,Hospital_91,3.36,East,1,0.9998802
P03692,Provider_3692,City_92,NY,43.3494,-74.1679,Dermatology,Endocrinology,Specialty Care,27,200,38,1.28,0.33,True,True,Out-of-network,468,True,Hospital_92,3.74,South,1,0.999851
P03693,Provider_3693,City_93,GA,32.2656,-82.8001,Orthopedics,Gastroenterology,Surgical,27,400,33,4.36,0.8,False,True,Out-of-network,446,False,Hospital_93,1.53,South,1,0.99953103
P03694,Provider_3694,City_94,CA,36.9283,-119.2679,ENT,Gastroenterology,Specialty Care,21,220,12,3.28,0.82,False,False,In-network,457,False,Hospital_94,1.69,West,1,0.99953103
P03695,Provider_3695,City_95,NV,39.0026,-116.2194,Cardiology,Cardiology,Specialty Care,29,500,31,2.47,0.86,True,False,In-network,269,False,Hospital_95,2.97,East,0,0.019304326
P03696,Provider_3696,City_96,IL,40.8831,-89.1485,Endocrinology,ENT,Specialty Care,14,400,36,3.97,0.38,True,True,Out-of-network,147,False,Hospital_96,2.68,West,1,0.99963105
P03697,Provider_3697,City_97,CA,37.0783,-119.1179,Urology,Urology,Specialty Care,32,380,46,2.47,0.32,False,True,Out-of-network,104,False,Hospital_97,2.87,North,1,0.9997477
P03698,Provider_3698,City_98,OH,40.7673,-82.5571,Gastroenterology,Pediatrics,Specialty Care,16,420,27,1.47,0.07,False,False,In-network,335,True,Hospital_98,4.9,South,1,0.999851
P03699,Provider_3699,City_99,MA,42.8072,-70.9824,Neurology,Psychiatry,Specialty Care,21,450,43,1.22,0.72,False,False,Out-of-network,354,False,Hospital_99,1.45,East,0,0.0026315362
P03700,Provider_3700,City_100,WA,48.2011,-120.2901,Gastroenterology,Orthopedics,Specialty Care,20,420,20,3.09,0.79,False,True,Out-of-network,391,True,Hospital_100,2.66,South,1,0.99968076
P03701,Provider_3701,City_101,AZ,34.0489,-111.0937,Urology,Gastroenterology,Specialty Care,2,380,51,1.5,0.52,False,True,In-network,67,True,Hospital_1,1.67,West,1,0.99956197
P03702,Provider_3702,City_102,IL,40.6831,-89.3485,General Practice,Pediatrics,Primary Care,39,100,60,2.65,0.16,True,True,Out-of-network,96,False,Hospital_2,3.16,East,1,0.9998615
P03703,Provider_3703,City_103,MI,44.4148,-85.5024,Gastroenterology,Dermatology,Specialty Care,12,420,53,2.26,0.16,False,False,Out-of-network,376,False,Hospital_3,1.92,West,1,0.9994137
P03704,Provider_3704,City_104,FL,28.1444,-81.6103,Pediatrics,Urology,Primary Care,19,150,39,2.27,0.18,True,False,In-network,338,False,Hospital_4,3.7,West,1,0.999851
P03705,Provider_3705,City_105,CA,36.9783,-119.2179,Psychiatry,Endocrinology,Specialty Care,4,250,40,4.31,0.33,True,False,Out-of-network,58,False,Hospital_5,4.21,West,1,0.9998622
P03706,Provider_3706,City_106,TX,32.2186,-99.6518,Psychiatry,Neurology,Specialty Care,31,250,7,3.02,0.1,False,False,In-network,248,False,Hospital_6,3.4,East,1,0.9998652
P03707,Provider_3707,City_107,PA,41.5033,-76.8945,Ophthalmology,Urology,Specialty Care,8,180,39,3.7,0.78,False,False,Out-of-network,296,False,Hospital_7,2.05,North,1,0.99953103
P03708,Provider_3708,City_108,IL,40.9831,-89.0485,Cardiology,Dermatology,Specialty Care,31,500,13,1.52,0.91,True,True,Out-of-network,194,True,Hospital_8,1.81,North,0,0.0028312707
P03709,Provider_3709,City_109,TX,32.3686,-99.5018,Gastroenterology,ENT,Specialty Care,6,420,44,1.54,0.07,True,True,In-network,165,True,Hospital_9,4.81,North,1,0.9998615
P03710,Provider_3710,City_110,MA,42.8572,-70.9324,Gastroenterology,Psychiatry,Specialty Care,33,420,32,4.96,0.8,False,True,In-network,419,True,Hospital_10,4.17,East,1,0.9998808
P03711,Provider_3711,City_111,CO,39.5501,-105.7821,Psychiatry,Orthopedics,Specialty Care,8,250,29,1.79,0.33,False,True,In-network,113,True,Hospital_11,3.78,West,1,0.9998615
P03712,Provider_3712,City_112,NY,43.3494,-74.1679,Dermatology,Endocrinology,Specialty Care,30,200,53,1.98,0.38,False,True,In-network,106,False,Hospital_12,1.6,North,1,0.99945515
P03713,Provider_3713,City_113,NV,38.9026,-116.3194,Pediatrics,Dermatology,Primary Care,28,150,11,1.15,0.51,False,True,In-network,271,True,Hospital_13,2.61,West,1,0.9997025
P03714,Provider_3714,City_114,TX,32.1186,-99.7518,Gastroenterology,Dermatology,Specialty Care,14,420,17,1.16,0.06,False,False,In-network,295,True,Hospital_14,2.82,South,1,0.9996923
P03715,Provider_3715,City_115,CO,39.7501,-105.5821,ENT,Cardiology,Specialty Care,6,220,51,3.68,0.07,False,True,In-network,234,True,Hospital_15,4.71,South,1,0.9998622
P03716,Provider_3716,City_116,WA,48.0011,-120.4901,Gastroenterology,Ophthalmology,Specialty Care,14,420,56,1.9,0.84,True,False,In-network,424,True,Hospital_16,2.34,North,1,0.99952865
P03717,Provider_3717,City_117,CA,37.0783,-119.1179,Dermatology,Dermatology,Specialty Care,13,200,42,4.28,0.14,False,False,Out-of-network,142,False,Hospital_17,3.71,East,1,0.9998622
P03718,Provider_3718,City_118,WA,48.1011,-120.3901,Pediatrics,Gastroenterology,Primary Care,13,150,9,1.08,0.66,False,True,In-network,464,True,Hospital_18,3.57,West,1,0.9998802
P03719,Provider_3719,City_119,AZ,34.4489,-110.6937,Ophthalmology,Endocrinology,Specialty Care,35,180,14,2.29,0.73,True,False,In-network,405,True,Hospital_19,4.77,East,1,0.9998802
P03720,Provider_3720,City_120,MI,44.7648,-85.1524,Urology,Orthopedics,Specialty Care,20,380,37,2.0,0.31,True,False,Out-of-network,70,False,Hospital_20,4.23,West,1,0.9998615
P03721,Provider_3721,City_121,AZ,34.0489,-111.0937,Orthopedics,Gastroenterology,Surgical,40,400,11,3.41,0.42,True,True,In-network,271,False,Hospital_21,3.83,South,1,0.99986255
P03722,Provider_3722,City_122,PA,41.2533,-77.1445,Endocrinology,Urology,Specialty Care,1,400,54,2.63,0.46,False,True,Out-of-network,456,False,Hospital_22,2.94,South,1,0.9997284
P03723,Provider_3723,City_123,MA,42.5072,-71.2824,Orthopedics,Orthopedics,Surgical,13,400,8,2.39,0.62,True,True,In-network,407,True,Hospital_23,1.53,North,1,0.99952865
P03724,Provider_3724,City_124,AZ,34.1989,-110.9437,Psychiatry,Endocrinology,Specialty Care,19,250,24,4.62,0.42,False,False,In-network,53,True,Hospital_24,3.05,West,1,0.9998622
P03725,Provider_3725,City_125,PA,41.4033,-76.9945,ENT,Psychiatry,Specialty Care,18,220,8,2.97,0.94,True,False,Out-of-network,266,False,Hospital_25,2.27,East,1,0.99956197
P03726,Provider_3726,City_126,AZ,34.2989,-110.8437,Cardiology,Endocrinology,Specialty Care,18,500,27,3.54,0.8,True,False,Out-of-network,308,False,Hospital_26,4.13,North,1,0.9990753
P03727,Provider_3727,City_127,FL,28.2944,-81.4603,Neurology,Endocrinology,Specialty Care,1,450,45,2.77,0.73,True,False,In-network,461,False,Hospital_27,3.48,North,1,0.9990707
P03728,Provider_3728,City_128,NC,36.1096,-78.6693,Dermatology,Cardiology,Specialty Care,30,200,8,2.87,0.92,False,True,In-network,54,True,Hospital_28,1.35,East,1,0.99956197
P03729,Provider_3729,City_129,OH,40.8173,-82.5071,Orthopedics,Psychiatry,Surgical,4,400,35,4.15,0.6,False,False,In-network,257,True,Hospital_29,2.85,West,1,0.9997713
P03730,Provider_3730,City_130,TX,32.4186,-99.4518,Cardiology,Neurology,Specialty Care,15,500,59,4.63,0.44,False,True,In-network,453,False,Hospital_30,2.47,East,0,0.0021275654
P03731,Provider_3731,City_131,NY,43.2994,-74.2179,Pediatrics,General Practice,Primary Care,34,150,45,1.19,0.63,True,True,In-network,260,False,Hospital_31,4.64,East,1,0.99988866
P03732,Provider_3732,City_132,WA,47.8011,-120.6901,Endocrinology,Urology,Specialty Care,6,400,41,1.85,0.72,True,False,Out-of-network,282,True,Hospital_32,2.45,North,1,0.9995629
P03733,Provider_3733,City_133,NY,43.3994,-74.1179,Orthopedics,Pediatrics,Surgical,4,400,28,2.09,0.11,False,True,In-network,342,False,Hospital_33,3.63,South,1,0.999851
P03734,Provider_3734,City_134,NC,35.9096,-78.8693,Pediatrics,General Practice,Primary Care,32,150,23,4.03,0.32,True,True,In-network,310,False,Hospital_34,1.94,North,1,0.9994167
P03735,Provider_3735,City_135,OH,40.6173,-82.7071,Cardiology,Urology,Specialty Care,30,500,41,3.31,0.45,True,False,In-network,95,False,Hospital_35,1.95,West,0,0.002289136
P03736,Provider_3736,City_136,NY,43.5494,-73.9679,Gastroenterology,General Practice,Specialty Care,37,420,14,3.19,0.76,False,True,In-network,470,False,Hospital_36,1.79,South,1,0.99953103
P03737,Provider_3737,City_137,NY,43.5994,-73.9179,General Practice,Dermatology,Primary Care,34,100,22,3.84,0.43,True,True,In-network,335,False,Hospital_37,2.32,South,1,0.9994167
P03738,Provider_3738,City_138,AZ,34.3989,-110.7437,Urology,General Practice,Specialty Care,15,380,54,4.53,0.59,True,True,In-network,311,False,Hospital_38,1.01,South,1,0.99953103
P03739,Provider_3739,City_139,NY,43.6994,-73.8179,Orthopedics,Dermatology,Surgical,2,400,15,1.5,0.38,True,False,In-network,446,False,Hospital_39,4.32,West,1,0.999851
P03740,Provider_3740,City_140,WA,48.2011,-120.2901,Endocrinology,Psychiatry,Specialty Care,19,400,23,4.89,0.06,False,True,In-network,66,True,Hospital_40,3.29,East,1,0.9998622
P03741,Provider_3741,City_141,MA,42.4072,-71.3824,Gastroenterology,Pediatrics,Specialty Care,15,420,13,3.4,0.34,False,False,In-network,485,False,Hospital_41,4.33,East,1,0.9998517
P03742,Provider_3742,City_142,AZ,34.0989,-111.0437,Orthopedics,Orthopedics,Surgical,6,400,7,2.75,0.91,False,False,Out-of-network,242,True,Hospital_42,1.72,North,1,0.99956197
P03743,Provider_3743,City_143,WA,47.8511,-120.6401,Psychiatry,Neurology,Specialty Care,38,250,46,2.95,0.8,True,False,In-network,161,True,Hospital_43,4.12,East,1,0.99988866
P03744,Provider_3744,City_144,NV,38.9526,-116.2694,General Practice,Gastroenterology,Primary Care,32,100,22,3.48,0.74,True,True,In-network,371,False,Hospital_44,4.07,North,1,0.9998808
P03745,Provider_3745,City_145,GA,32.3656,-82.7001,Gastroenterology,Urology,Specialty Care,36,420,31,2.2,0.11,True,False,In-network,158,True,Hospital_45,1.22,South,1,0.99945515
P03746,Provider_3746,City_146,IL,40.8831,-89.1485,Neurology,General Practice,Specialty Care,30,450,49,3.6,0.95,True,True,In-network,386,True,Hospital_46,2.51,North,0,0.002644954
P03747,Provider_3747,City_147,CO,39.8501,-105.4821,Dermatology,Orthopedics,Specialty Care,14,200,6,3.83,0.9,True,True,In-network,123,False,Hospital_47,3.17,East,1,0.99988925
P03748,Provider_3748,City_148,CO,39.9001,-105.4321,Gastroenterology,General Practice,Specialty Care,24,420,42,3.37,0.15,False,False,Out-of-network,455,True,Hospital_48,3.65,East,1,0.9998517
P03749,Provider_3749,City_149,OH,40.8173,-82.5071,Psychiatry,Ophthalmology,Specialty Care,30,250,54,3.2,0.08,False,False,In-network,249,True,Hospital_49,3.05,West,1,0.9998622
P03750,Provider_3750,City_150,NV,39.2526,-115.9694,Neurology,Orthopedics,Specialty Care,8,450,57,3.56,0.99,True,False,Out-of-network,113,True,Hospital_50,2.2,South,0,0.0028457039
P03751,Provider_3751,City_151,MI,44.3148,-85.6024,Orthopedics,ENT,Surgical,2,400,42,3.52,0.92,True,True,Out-of-network,120,False,Hospital_51,1.48,South,1,0.9995641
P03752,Provider_3752,City_152,IL,40.6831,-89.3485,Dermatology,General Practice,Specialty Care,11,200,23,1.92,0.55,False,False,In-network,395,False,Hospital_52,2.73,South,1,0.9997013
P03753,Provider_3753,City_153,CO,39.6501,-105.6821,Cardiology,ENT,Specialty Care,32,500,25,1.62,0.15,True,True,Out-of-network,87,True,Hospital_53,2.23,South,0,0.002277519
P03754,Provider_3754,City_154,GA,32.3156,-82.7501,Neurology,Dermatology,Specialty Care,15,450,28,4.96,0.55,False,True,Out-of-network,88,False,Hospital_54,4.12,East,1,0.9991406
P03755,Provider_3755,City_155,GA,32.3656,-82.7001,Cardiology,Urology,Specialty Care,4,500,18,2.71,0.51,False,False,Out-of-network,69,False,Hospital_55,2.08,East,0,0.0028312707
P03756,Provider_3756,City_156,AZ,34.2989,-110.8437,Psychiatry,Endocrinology,Specialty Care,11,250,54,2.1,0.1,True,True,In-network,320,False,Hospital_56,3.4,East,1,0.999851
P03757,Provider_3757,City_157,NV,39.1026,-116.1194,Cardiology,Gastroenterology,Specialty Care,12,500,52,1.48,0.67,True,False,In-network,455,False,Hospital_57,4.21,North,1,0.9990707
P03758,Provider_3758,City_158,GA,32.5156,-82.5501,General Practice,ENT,Primary Care,38,100,29,1.71,0.39,True,True,Out-of-network,91,True,Hospital_58,2.95,East,1,0.9997856
P03759,Provider_3759,City_159,PA,41.6033,-76.7945,Pediatrics,Ophthalmology,Primary Care,25,150,13,4.42,0.91,False,True,In-network,112,False,Hospital_59,3.73,West,1,0.99988925
P03760,Provider_3760,City_160,CA,37.2283,-118.9679,Cardiology,Pediatrics,Specialty Care,25,500,7,4.16,0.36,False,True,In-network,225,False,Hospital_60,2.21,South,0,0.002289136
P03761,Provider_3761,City_161,PA,41.2033,-77.1945,Dermatology,Neurology,Specialty Care,17,200,39,3.11,0.95,False,False,In-network,116,False,Hospital_61,1.67,South,1,0.9995641
P03762,Provider_3762,City_162,TX,32.0186,-99.8518,Orthopedics,Neurology,Surgical,19,400,12,4.85,0.39,False,True,Out-of-network,171,True,Hospital_62,2.26,West,1,0.999458
P03763,Provider_3763,City_163,GA,32.2656,-82.8001,Orthopedics,Psychiatry,Surgical,36,400,15,4.7,0.92,False,True,In-network,181,True,Hospital_63,2.68,East,1,0.99970335
P03764,Provider_3764,City_164,TX,32.1186,-99.7518,Pediatrics,Orthopedics,Primary Care,14,150,51,2.16,0.78,False,False,In-network,427,False,Hospital_64,1.66,South,1,0.99952865
P03765,Provider_3765,City_165,FL,28.1944,-81.5603,Dermatology,Cardiology,Specialty Care,38,200,35,1.57,0.09,True,False,Out-of-network,451,False,Hospital_65,2.93,West,1,0.9997284
P03766,Provider_3766,City_166,NC,36.0096,-78.7693,Cardiology,ENT,Specialty Care,5,500,10,2.88,0.13,True,True,Out-of-network,297,True,Hospital_66,4.7,West,1,0.99884427
P03767,Provider_3767,City_167,MA,42.7072,-71.0824,Orthopedics,ENT,Surgical,32,400,34,3.15,0.28,True,True,Out-of-network,55,True,Hospital_67,1.66,North,1,0.999458
P03768,Provider_3768,City_168,WA,48.1011,-120.3901,Dermatology,Pediatrics,Specialty Care,9,200,27,2.63,0.23,False,True,Out-of-network,96,True,Hospital_68,4.79,East,1,0.9998615
P03769,Provider_3769,City_169,MI,44.7148,-85.2024,Orthopedics,Dermatology,Surgical,10,400,52,3.14,0.49,True,False,In-network,370,True,Hospital_69,1.82,South,1,0.99953103
P03770,Provider_3770,City_170,MI,44.7648,-85.1524,Urology,Dermatology,Specialty Care,6,380,51,2.55,0.62,False,False,In-network,157,True,Hospital_70,1.93,East,1,0.99956197
P03771,Provider_3771,City_171,OH,40.4173,-82.9071,Neurology,Pediatrics,Specialty Care,29,450,34,2.06,0.41,False,False,Out-of-network,201,True,Hospital_71,3.72,North,1,0.99892586
P03772,Provider_3772,City_172,CA,36.8283,-119.3679,Urology,Cardiology,Specialty Care,2,380,32,3.01,0.43,False,False,Out-of-network,466,False,Hospital_72,1.12,North,1,0.9994295
P03773,Provider_3773,City_173,MI,44.4148,-85.5024,Cardiology,Urology,Specialty Care,35,500,59,1.16,0.64,True,False,Out-of-network,230,False,Hospital_73,2.66,North,0,0.0041549136
P03774,Provider_3774,City_174,AZ,34.1989,-110.9437,Neurology,Urology,Specialty Care,2,450,59,2.29,0.77,False,False,Out-of-network,74,False,Hospital_74,3.65,South,1,0.9991364
P03775,Provider_3775,City_175,MA,42.6072,-71.1824,Urology,ENT,Specialty Care,9,380,60,2.15,0.01,True,False,In-network,321,False,Hospital_75,3.33,West,1,0.999851
P03776,Provider_3776,City_176,PA,41.4533,-76.9445,ENT,Cardiology,Specialty Care,8,220,36,2.98,0.57,False,False,In-network,398,True,Hospital_76,1.87,West,1,0.99952865
P03777,Provider_3777,City_177,OH,40.7173,-82.6071,Urology,Cardiology,Specialty Care,11,380,19,2.27,0.92,False,True,Out-of-network,199,True,Hospital_77,2.9,South,1,0.99979717
P03778,Provider_3778,City_178,IL,40.9831,-89.0485,Neurology,Neurology,Specialty Care,36,450,14,3.29,0.26,False,False,Out-of-network,88,False,Hospital_78,1.94,West,0,0.002289136
P03779,Provider_3779,City_179,OH,40.8173,-82.5071,Orthopedics,ENT,Surgical,30,400,56,2.23,0.23,True,False,In-network,463,False,Hospital_79,1.3,East,1,0.9994137
P03780,Provider_3780,City_180,AZ,34.4989,-110.6437,Urology,Pediatrics,Specialty Care,31,380,9,3.47,0.65,True,True,Out-of-network,485,False,Hospital_80,1.91,South,1,0.99953103
P03781,Provider_3781,City_181,NC,35.7596,-79.0193,Gastroenterology,Cardiology,Specialty Care,21,420,28,4.95,0.6,False,True,In-network,335,True,Hospital_81,3.7,East,1,0.9998808
